removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
147,2,prune,46,1000,90.39298059996,148358,13352.5574662284,0.0697961178796862,0.0700036354131492,1977233,177388.357450889
148,2,prune,47,1000,89.6062839916274,149358,13442.16375022,0.0702665752724772,0.0704734155021802,1976233,177298.751166898
149,2,prune,48,1002,89.9020330106484,150360,13532.0657832307,0.0707379735800537,0.070944746118633,1975231,177208.849133887
150,2,prune,49,1000,89.9237738185021,151360,13621.9895570492,0.0712084309728447,0.0714161907159161,1974231,177118.925360068
151,2,prune,50,1001,90.392203478196,152361,13712.3817605274,0.0716793588230285,0.0718900911557744,1973230,177028.53315659
152,2,prune,51,1004,90.0889655310632,153365,13802.4707260584,0.0721516980453907,0.0723624018059052,1972226,176938.444191059
153,2,prune,52,1002,90.7298129601356,154367,13893.2005390186,0.0726230963529673,0.072838072235606,1971224,176847.714378099
154,2,prune,53,1000,90.5159617880859,155367,13983.7165008067,0.0730935537457582,0.073312621504846,1970224,176757.198416311
155,2,prune,54,1003,89.6322522220639,156370,14073.3487530287,0.0735654225107276,0.0737825377378734,1969221,176667.566164089
156,2,prune,55,1008,90.6978743579094,157378,14164.0466273866,0.0740396435626609,0.074258040722628,1968213,176576.868289731
157,2,prune,56,1002,90.2467118724548,158380,14254.2933392591,0.0745110418702375,0.0747311783916576,1967211,176486.621577858
158,2,prune,57,1000,89.87872815257,159380,14344.1720674117,0.0749814992630285,0.0752023868274126,1966211,176396.742849706
159,2,prune,58,1000,89.6883149075103,160380,14433.8603823192,0.0754519566558195,0.0756725969810468,1965211,176307.054534798
160,2,prune,59,1000,89.3993897074267,161380,14523.2597720266,0.0759224140486105,0.0761412923825881,1964211,176217.655145091
161,2,prune,60,1001,89.7920615611242,162381,14613.0518335877,0.0763933418987943,0.0766120464502203,1963210,176127.86308353
162,2,prune,61,1000,88.9862997104583,163381,14702.0381332982,0.0768637992915853,0.077078576139192,1962210,176038.876783819
163,2,prune,62,1002,89.6901867179185,164383,14791.7283200161,0.0773351975991618,0.0775487961061922,1961208,175949.186597101
164,2,prune,63,1001,89.3951751417331,165384,14881.1234951578,0.0778061254493456,0.0780174694119723,1960207,175859.79142196
165,2,prune,64,1000,89.0586358553535,166384,14970.1821310132,0.0782765828421366,0.0784843783386389,1959207,175770.732786104
166,2,prune,65,1000,89.3488022992392,167384,15059.5309333124,0.0787470402349276,0.0789528085248843,1958207,175681.383983805
167,2,prune,66,1010,90.4435589624292,168394,15149.9744922749,0.0792222022016465,0.0794269782068413,1957197,175590.940424843
168,2,prune,67,1007,90.2178467669828,169401,15240.1923390418,0.079695952796187,0.0798999645443881,1956190,175500.722578076
169,2,prune,68,1003,89.7579267889796,170404,15329.9502658308,0.0801678215611564,0.0803705396531841,1955187,175410.964651287
170,2,prune,69,1003,89.7714187313569,171407,15419.7216845622,0.0806396903261258,0.0808411854963708,1954184,175321.193232555
171,2,prune,70,1005,90.3094245427675,172412,15510.0311091049,0.0811125000058807,0.0813146519499736,1953179,175230.883808013
172,2,prune,71,1003,89.9753253645871,173415,15600.0064344695,0.0815843687708501,0.0817863668172515,1952176,175140.908482648
