Mass_g
2
2.6669572455293484
3.556330474740745
4.742290663553329
6.323743222784866
8.432576403436606
11.244660368812534
14.994514222060653
19.99486417385876
26.662723940923918
35.55417239989793
47.41072884535369
63.22119340497164
84.3041099112007
112.41772837778957
149.90663761154815
199.89729666553023
266.5587718519329
355.45042397495865
473.98554182324716
632.0495875208319
842.8246134862588
1123.888604823826
1498.6814289013857
1998.4596477744149
2664.9032187650014
3553.5914739599034
4738.638264564338
6318.872826811243
8426.081834521376
11236.00000000001
