alpha,beta_logM,beta_ilr1,beta_ilr2,sigma
-0.11150091052031444,-0.11425132634202004,0.07449238481810444,0.04466649496712889,0.2871101166274763
-0.08273200885594059,-0.11196781338224195,0.0677558646423799,0.03683339064662905,0.2783538809469401
-0.1458867165388806,-0.09925059371567803,0.047722038366791744,0.051584100469739984,0.30545072872724793
0.02998860375827742,-0.17353600020282806,0.0723673642605786,0.07284703484126155,0.2853097855875169
0.0030661526392442157,-0.1628124068321411,0.055125980474584044,0.05987000729235532,0.27827395984346137
-0.009412387300813231,-0.16420728307629345,0.07922011166979925,0.05284298225201061,0.27823588228905277
0.03253359968759192,-0.17416033082172205,0.07953337214015674,0.11008877585740424,0.2851431727364229
-0.062403662795351575,-0.12724844571983607,0.05508478606408032,0.0809069768222633,0.28950420091090284
-0.008751942857026875,-0.15754791882477737,0.06834346239514069,0.094763426013,0.30434400908764203
-0.02419246964198029,-0.16321245554973074,0.09219480081584122,0.075848186954801,0.27443364604927323
-0.008381607078361247,-0.1528924781844965,0.08881627209683536,0.07008051821487844,0.3089524574442271
-0.05975773800504165,-0.13128820692325763,0.06455812275603355,0.06372084393734583,0.26911777066122483
-0.024265033098316006,-0.16435560762640555,0.03827517464352981,0.06616637908608679,0.2727130922898274
-0.08377665798891339,-0.12035709982322605,0.02053530895525115,0.05096166995989865,0.29803785613387557
-0.0937616148276478,-0.12935403578222862,0.06353764863398617,0.029598290611324265,0.2882722067355526
-0.05080106358333866,-0.14828706465224986,0.08057448807933049,0.07605763161271878,0.2782996800522434
0.023892144491641343,-0.1660277279334972,0.08649097049903248,0.09062792710809037,0.2730334224039206
0.08556579545391144,-0.1964564566984996,0.07815688009315556,0.09596314686334487,0.2591328503383378
0.09249887172555142,-0.20486703643651677,0.10053019537042863,0.08879599684347611,0.26594430646625766
0.030280753540400614,-0.1821709643019595,0.06554379272515566,0.07339342375122382,0.2939998243002074
-0.059392378610300875,-0.14139339619656735,0.07743553138051232,0.07327366567989313,0.29063910756800776
-0.09977230791478599,-0.13383666946487946,0.050814656505386545,0.06739022754822778,0.30367458457496005
-0.07891669704809719,-0.1388753123460126,0.053494813695987825,0.05034646299346557,0.2958376661130846
-0.03337896017862072,-0.15020586266016783,0.06921111547815423,0.08154219309916537,0.30827049158581915
0.07804985181089126,-0.18783944783746798,0.09652414022468798,0.07566449442090488,0.3008310261823943
0.07540574227725468,-0.17597593727042163,0.0706028427915278,0.11194024761588514,0.27815817885231797
0.010020410317889233,-0.1716558045256241,0.08292228699644652,0.08678478690927723,0.2876966458702849
0.0471897497397083,-0.1756859696043859,0.10302980375752795,0.08135397617037875,0.2840633160088108
0.0667736447970341,-0.18911837617080812,0.05659720075579911,0.0858865087353294,0.28277676596310064
0.15874307418582087,-0.23240773472513757,0.11938002628236662,0.10093495236789449,0.2945540418191736
0.08777190339052518,-0.2128219642129873,0.07263000658527942,0.09314871959151591,0.2780973620858297
0.07037157288888443,-0.18885629911656004,0.10007416672213541,0.07239357230347285,0.2833458223847758
0.045893321841045207,-0.1830702706106308,0.04850337234922422,0.07794219182130749,0.29023953015846704
0.07325923338256846,-0.18272965322335671,0.105622748216187,0.06605868748418121,0.28962549795179526
0.10301681833335638,-0.195270190180794,0.10673341826632748,0.1060609850888457,0.2748891802815301
-0.043090148328044156,-0.15570852434852583,0.06234879903683719,0.07891308790687072,0.2845190549598849
-0.06762009698964304,-0.15992270498912012,0.0751842764736892,0.054854379559628866,0.280474671047949
-0.13209307412633337,-0.12479092580962313,0.08991617788593448,0.06934599677745457,0.2850483041694631
-0.043412821733965636,-0.14604716006745772,0.048629540058082815,0.03429908348442362,0.31535914116010305
-0.08315142134311977,-0.1373216777606505,0.08957985522651149,0.07302508279684132,0.2841307917960996
-0.08957318146944743,-0.12072948299388715,0.05786929828251147,0.06868336454549313,0.28793814802858614
0.09189051603155,-0.19396087796096864,0.07274542169974584,0.09545846363200368,0.2897444479967571
0.01194893212801032,-0.17704550786158105,0.06056095985655559,0.07190460289801237,0.3126076149254655
