Mass_g
2
3.2625119878373803
5.321992235391306
8.681531733570798
14.161800676782685
23.10152223868352
37.68449662049839
61.47306098999663
100.27829920446123
163.57957663724923
266.8401648721946
435.28461836601895
710.0606427701773
1158.2906795646097
1889.4686137399226
3082.2070014844876
5027.868645669724
8201.740864884585
13379.138946410843
21824.80059980368
35601.83679450998
58075.709665559385
94736.34949302537
154539.23795247352
252093.05820559865
411228.31222317606
670818.6491831226
1094276.942312408
1785045.8211541325
2911866.695177189
4749999.999999997
