removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
147,2,prune,46,1004,90.4303767795346,148028,13310.0336717476,0.0695360847503328,0.0696767453342791,1980766,177715.445602461
148,2,prune,47,1002,90.4399036489447,149030,13400.4735753966,0.0700067737883515,0.0701501895260831,1979764,177625.005698812
149,2,prune,48,1010,91.316799051584,150040,13491.7903744482,0.0704812208226818,0.0706282241809288,1978754,177533.68889976
150,2,prune,49,1000,89.694123073728,151040,13581.4844975219,0.0709509703616226,0.0710977642831943,1977754,177443.994776686
151,2,prune,50,1001,90.2605630411509,152041,13671.745060563,0.0714211896501024,0.071570269644176,1976753,177353.734213645
152,2,prune,51,1000,90.43145896773,153041,13762.1765195308,0.0718909391890432,0.0720436696288865,1975753,177263.302754678
153,2,prune,52,1000,91.315075082598,154041,13853.4915946134,0.072360688727984,0.0725216952589205,1974753,177171.987679595
154,2,prune,53,1000,90.1159754450662,155041,13943.6075700584,0.0728304382669248,0.0729934437177515,1973753,177081.87170415
155,2,prune,54,1000,90.1556981253538,156041,14033.7632681838,0.0733001878058657,0.073465400120991,1972753,176991.716006025
156,2,prune,55,1000,89.1758509322802,157041,14122.9391191161,0.0737699373448065,0.0739322271184737,1971753,176902.540155092
157,2,prune,56,1001,89.8843860553238,158042,14212.8235051714,0.0742401566332863,0.0744027632291373,1970752,176812.655769037
158,2,prune,57,1008,90.8096250592351,159050,14303.6331302306,0.0747136641685386,0.0748781428769427,1969744,176721.846143978
159,2,prune,58,1000,89.9971810645561,160050,14393.6303112952,0.0751834137074794,0.0753492694586243,1968744,176631.848962913
160,2,prune,59,1000,89.4427530594363,161050,14483.0730643546,0.0756531632464203,0.0758174936630565,1967744,176542.406209854
161,2,prune,60,1008,90.5659342158214,162058,14573.6389985704,0.0761266707816726,0.0762915976127491,1966736,176451.840275638
162,2,prune,61,1006,90.2864316428475,163064,14663.9254302133,0.0765992388178471,0.076764238393371,1965730,176361.553843995
163,2,prune,62,1001,89.8335210234212,164065,14753.7589512367,0.0770694581063269,0.0772345082304878,1964729,176271.720322972
164,2,prune,63,1000,89.6554686981186,165065,14843.4144199348,0.0775392076452677,0.077703845980817,1963729,176182.064854273
165,2,prune,64,1005,90.5125802874203,166070,14933.9270002222,0.0780113059319032,0.0781776706278291,1962724,176091.552273986
166,2,prune,65,1005,90.1218854047942,167075,15024.048885627,0.0784834042185388,0.0786494500247305,1961719,176001.430388581
167,2,prune,66,1008,91.2662361375954,168083,15115.3151217646,0.0789569117537911,0.0791272199875876,1960711,175910.164152444
168,2,prune,67,1004,91.1513620474964,169087,15206.4664838121,0.0794285402908877,0.0796043885956383,1959707,175819.012790396
169,2,prune,68,1006,90.2935441926416,170093,15296.7600280048,0.0799011083270622,0.080077066609774,1958701,175728.719246204
170,2,prune,69,1001,90.3597853053739,171094,15387.1198133101,0.0803713276155419,0.0805500913897598,1957700,175638.359460898
171,2,prune,70,1009,91.2047362200514,172103,15478.3245495302,0.0808453049003333,0.0810275394064672,1956691,175547.154724678
172,2,prune,71,1007,89.8272217683948,173110,15568.1517712986,0.0813183426860467,0.0814977762675901,1955684,175457.32750291
173,2,prune,72,1000,89.1618735826232,174110,15657.3136448812,0.0817880922249875,0.0819645300949925,1954684,175368.165629327
174,2,prune,73,1000,89.2233498636325,175110,15746.5369947448,0.0822578417639283,0.0824316057448097,1953684,175278.942279463
175,2,prune,74,1000,89.2295095600231,176110,15835.7665043049,0.0827275913028691,0.0828987136400446,1952684,175189.712769903
176,2,prune,75,1007,90.0062389169177,177117,15925.7727432218,0.0832006290885826,0.0833698876387117,1951677,175099.706530986
177,2,prune,76,1000,88.7595407134459,178117,16014.5322839352,0.0836703786275234,0.0838345352922639,1950677,175010.946990273
178,2,prune,77,1000,89.1804365605077,179117,16103.7127204957,0.0841401281664642,0.0843013862950691,1949677,174921.766553713
179,2,prune,78,1001,89.455243074817,180118,16193.1679635706,0.084610347454944,0.0847696758835297,1948676,174832.311310638
180,2,prune,79,1013,92.3040432106487,181131,16285.4720067812,0.085086203737891,0.0852528786665373,1947663,174740.007267427
181,2,prune,80,1011,90.9945016627912,182142,16376.466508444,0.0855611205217602,0.0857292261255701,1946652,174649.012765764
182,2,prune,81,1026,92.5405789168671,183168,16469.0070873609,0.0860430835487135,0.0862136671502358,1945626,174556.472186847
183,2,prune,82,1003,91.3380368984547,184171,16560.3451242593,0.0865142423362712,0.086691812983166,1944623,174465.134149949
184,2,prune,83,1002,89.3146240589707,185173,16649.6597483183,0.0869849313742899,0.0871593664446117,1943621,174375.81952589
185,2,prune,84,1009,91.3305916403576,186182,16740.9903399586,0.0874589086590812,0.0876374733023322,1942612,174284.48893425
186,2,prune,85,1014,90.7520608613423,187196,16831.74240082,0.0879352346915672,0.0881125516071016,1941598,174193.736873388
187,2,prune,86,1006,90.0186053751772,188202,16921.7610061952,0.0884078027277416,0.0885837903429875,1940592,174103.718268013
188,2,prune,87,1004,89.5609820307658,189206,17011.3219882259,0.0888794312648382,0.0890526334647064,1939588,174014.157285982
189,2,prune,88,1001,89.5379433539957,190207,17100.8599315799,0.089349650553318,0.0895213559811696,1938587,173924.619342628
190,2,prune,89,1001,90.0050283826156,191208,17190.8649599625,0.0898198698417978,0.089992523642806,1937586,173834.614314246
191,2,prune,90,1002,89.6765627410994,192210,17280.5415227036,0.0902905588798165,0.0904619718184202,1936584,173744.937751505
192,2,prune,91,1005,90.1029759906346,193215,17370.6444986943,0.090762657166452,0.0909336522263583,1935579,173654.834775514
193,2,prune,92,1014,91.1153438726574,194229,17461.7598425669,0.091238983198938,0.0914106322827301,1934565,173563.719431641
194,2,prune,93,1002,89.7198031029608,195231,17551.4796456699,0.0917096722369567,0.0918803068174773,1933563,173473.999628538
195,2,prune,94,1008,91.0983046222086,196239,17642.5779502921,0.0921831797722091,0.0923571976750128,1932555,173382.901323916
196,2,prune,95,1014,91.5247866572844,197253,17734.1027369494,0.0926595058046951,0.0928363211249579,1931541,173291.376537259
197,2,prune,96,1001,89.7777847426395,198254,17823.880521692,0.0931297250931748,0.0933062991880087,1930540,173201.598752516
198,2,prune,97,1002,90.8337943112227,199256,17914.7143160033,0.0936004141311935,0.0937818053595223,1929538,173110.764958205
199,2,prune,98,1006,90.363413039602,200262,18005.0777290429,0.094072982167368,0.0942548491303477,1928532,173020.401545165
200,2,prune,99,1001,89.4933387176126,201263,18094.5710677605,0.0945432014558478,0.0947233381458321,1927531,172930.908206448
201,2,prune,100,1036,92.6896520886013,202299,18187.2607198491,0.0950298619781905,0.0952085595542053,1926495,172838.218554359
202,2,fragmentation,,11,0.985573264413357,202310,18188.2462931135,0.0950350292231188,0.0952137189353944,1926484,172837.232981095
203,2,distance,,5,0.456472126105666,202315,18188.7027652396,0.0950373779708135,0.0952161085230444,1926479,172836.776508969
204,3,prune,1,1000,89.4268077254331,203315,18278.129572965,0.0955071275097544,0.0956842492551876,1925479,172747.349701243
205,3,prune,2,1046,94.8362580907219,204361,18372.9658310557,0.0959984855274864,0.0961807079393958,1924433,172652.513443153
206,3,prune,3,1069,95.8853852649523,205430,18468.8512163207,0.0965006477846142,0.0966826587033948,1923364,172556.628057888
207,3,prune,4,1013,91.8212327279792,206443,18560.6724490487,0.0969765040675613,0.0971633340199905,1922351,172464.80682516
208,3,prune,5,1027,91.8986464498791,207470,18652.5710954986,0.0974589368440535,0.0976444145899702,1921324,172372.90817871
209,3,prune,6,1014,90.3267545135791,208484,18742.8978500121,0.0979352628765395,0.0981172664569398,1920310,172282.581424196
210,3,prune,7,1002,89.4804477859706,209486,18832.3782977981,0.0984059519145582,0.0985856879896377,1919308,172193.10097641
211,3,prune,8,1004,89.924729418691,210490,18922.3030272168,0.0988775804516548,0.0990564352939259,1918304,172103.176246991
212,3,prune,9,1002,90.5443764840134,211492,19012.8474037008,0.0993482694896735,0.0995304263909672,1917302,172012.631870507
213,3,prune,10,1003,90.3137041465942,212495,19103.1611078474,0.0998194282772312,0.100003209940522,1916299,171922.318166361
214,3,prune,11,1002,90.7288310308604,213497,19193.8899388783,0.10029011731525,0.100478166639364,1915297,171831.58933533
215,3,prune,12,1046,94.7503723009795,214543,19288.6403111792,0.100781475332982,0.100974175719728,1914251,171736.838963029
216,3,prune,13,1028,93.5653952218451,215571,19382.2057064011,0.101264377859013,0.101463981559124,1913223,171643.273567807
217,3,prune,14,1000,90.5186188459269,216571,19472.724325247,0.101734127397954,0.101937837817409,1912223,171552.754948961
218,3,prune,15,1001,90.0372190100283,217572,19562.761544257,0.102204346686434,0.102409173993882,1911222,171462.717729951
219,3,prune,16,1000,88.6499386122306,218572,19651.4114828693,0.102674096225375,0.102873247890982,1910222,171374.067791339
220,3,prune,17,1000,88.7374707799905,219572,19740.1489536493,0.103143845764315,0.103337780010557,1909222,171285.330320559
221,3,prune,18,1018,90.22593877921,220590,19830.3748924285,0.103622050794957,0.103810104116859,1908204,171195.10438178
222,3,prune,19,1000,88.3983258527927,221590,19918.7732182813,0.104091800333898,0.104272860845379,1907204,171106.706055927
223,3,prune,20,1000,89.6845231763875,222590,20008.4577414576,0.104561549872839,0.104742350693105,1906204,171017.021532751
224,3,prune,21,1000,91.5717074557756,223590,20100.0294489134,0.10503129941178,0.105221719768915,1905204,170925.449825295
225,3,prune,22,1001,92.4145649114611,224591,20192.4440138249,0.105501518700259,0.10570550112239,1904203,170833.035260383
226,3,prune,23,1001,92.6035357045947,225592,20285.0475495295,0.105971737988739,0.106190271719781,1903202,170740.431724679
227,3,prune,24,1006,93.113773148465,226598,20378.1613226779,0.106444306024914,0.106677713361085,1902196,170647.31795153
228,3,prune,25,1000,92.5732765522348,227598,20470.7345992302,0.106914055563854,0.107162325554726,1901196,170554.744674978
229,3,prune,26,1000,92.3465215683107,228598,20563.0811207985,0.107383805102795,0.107645750707847,1900196,170462.39815341
230,3,prune,27,1000,92.4172819272367,229598,20655.4984027257,0.107853554641736,0.108129546284638,1899196,170369.980871483
231,3,prune,28,1000,92.519910999983,230598,20748.0183137257,0.108323304180677,0.108613879114748,1898196,170277.460960483
232,3,prune,29,1000,92.5213612431547,231598,20840.5396749689,0.108793053719618,0.109098219536742,1897196,170184.939599239
