method,stage,stage_order,x,scientificName,species,sp_persist
pipe,1,1,4.80760409693116,Tenrec ecaudatus,Tenrec_ecaudatus,1
pipe,1,1,4.80760409693116,Treron australis,Treron_australis,0.997009778639984
pipe,1,1,4.80760409693116,Turnix nigricollis,Turnix_nigricollis,0.99999815274088
pipe,1,1,4.80760409693116,Tylas eduardi,Tylas_eduardi,0.999999999997246
pipe,1,1,4.80760409693116,Vanga curvirostris,Vanga_curvirostris,0.999987338005169
pipe,1,1,4.80760409693116,Varecia rubra,Varecia_rubra,1
pipe,1,1,4.80760409693116,Varecia variegata,Varecia_variegata,0.999999999999919
pipe,1,1,4.80760409693116,Xanthomixis cinereiceps,Xanthomixis_cinereiceps,1
pipe,1,1,4.80760409693116,Xanthomixis zosterops,Xanthomixis_zosterops,0.999999999999996
pipe,2,2,9.53339565325597,Accipiter henstii,Accipiter_henstii,0.766326458364161
pipe,2,2,9.53339565325597,Accipiter madagascariensis,Accipiter_madagascariensis,0.926575596565357
pipe,2,2,9.53339565325597,Acrocephalus newtoni,Acrocephalus_newtoni,1
pipe,2,2,9.53339565325597,Alectroenas madagascariensis,Alectroenas_madagascariensis,0.999434854281759
pipe,2,2,9.53339565325597,Apus balstoni,Apus_balstoni,0.999999999999446
pipe,2,2,9.53339565325597,Artamella viridis,Artamella_viridis,0.999999999791055
pipe,2,2,9.53339565325597,Asio madagascariensis,Asio_madagascariensis,0.870275138966643
pipe,2,2,9.53339565325597,Atelornis crossleyi,Atelornis_crossleyi,0.999999989035352
pipe,2,2,9.53339565325597,Atelornis pittoides,Atelornis_pittoides,0.99999999896663
pipe,2,2,9.53339565325597,Athene superciliaris,Athene_superciliaris,0.999997242139869
pipe,2,2,9.53339565325597,Aviceda madagascariensis,Aviceda_madagascariensis,0.977223151940578
pipe,2,2,9.53339565325597,Bernieria madagascariensis,Bernieria_madagascariensis,1
pipe,2,2,9.53339565325597,Brachypteracias leptosomus,Brachypteracias_leptosomus,0.999999259953002
pipe,2,2,9.53339565325597,Buteo brachypterus,Buteo_brachypterus,0.871728581931991
pipe,2,2,9.53339565325597,Calicalicus madagascariensis,Calicalicus_madagascariensis,1
pipe,2,2,9.53339565325597,Cheirogaleus major,Cheirogaleus_major,1
pipe,2,2,9.53339565325597,Cheirogaleus medius,Cheirogaleus_medius,1
pipe,2,2,9.53339565325597,Cinnyris notatus,Cinnyris_notatus,1
pipe,2,2,9.53339565325597,Coracopsis nigra,Coracopsis_nigra,0.999945772533531
pipe,2,2,9.53339565325597,Corythornis madagascariensis,Corythornis_madagascariensis,0.936409225907222
pipe,2,2,9.53339565325597,Coua coquereli,Coua_coquereli,0.999999669359432
pipe,2,2,9.53339565325597,Coua cristata,Coua_cristata,1
pipe,2,2,9.53339565325597,Coua cursor,Coua_cursor,0.999902208882066
pipe,2,2,9.53339565325597,Coua gigas,Coua_gigas,0.999876362820971
pipe,2,2,9.53339565325597,Coua serriana,Coua_serriana,0.991302775022802
pipe,2,2,9.53339565325597,Cryptoprocta ferox,Cryptoprocta_ferox,0.0705418032919055
pipe,2,2,9.53339565325597,Cyanolanius madagascarinus,Cyanolanius_madagascarinus,1
pipe,2,2,9.53339565325597,Echinops telfairi,Echinops_telfairi,1
pipe,2,2,9.53339565325597,Eliurus majori,Eliurus_majori,1
pipe,2,2,9.53339565325597,Eliurus minor,Eliurus_minor,1
pipe,2,2,9.53339565325597,Eliurus myoxinus,Eliurus_myoxinus,1
pipe,2,2,9.53339565325597,Eliurus tanala,Eliurus_tanala,1
pipe,2,2,9.53339565325597,Eliurus webbi,Eliurus_webbi,1
pipe,2,2,9.53339565325597,Eremopterix hova,Eremopterix_hova,0.999999230668243
pipe,2,2,9.53339565325597,Eulemur albifrons,Eulemur_albifrons,1
pipe,2,2,9.53339565325597,Eulemur cinereiceps,Eulemur_cinereiceps,1
pipe,2,2,9.53339565325597,Eulemur collaris,Eulemur_collaris,1
pipe,2,2,9.53339565325597,Eulemur coronatus,Eulemur_coronatus,1
pipe,2,2,9.53339565325597,Eulemur fulvus,Eulemur_fulvus,1
pipe,2,2,9.53339565325597,Eulemur rubriventer,Eulemur_rubriventer,1
pipe,2,2,9.53339565325597,Eulemur rufus,Eulemur_rufus,1
pipe,2,2,9.53339565325597,Eulemur sanfordi,Eulemur_sanfordi,1
pipe,2,2,9.53339565325597,Fossa fossana,Fossa_fossana,0.97858696141704
pipe,2,2,9.53339565325597,Foudia madagascariensis,Foudia_madagascariensis,0.999999999977151
pipe,2,2,9.53339565325597,Foudia omissa,Foudia_omissa,0.999999999999996
pipe,2,2,9.53339565325597,Gactornis enarratus,Gactornis_enarratus,0.999999423981903
pipe,2,2,9.53339565325597,Galidia elegans,Galidia_elegans,0.9685955978619
pipe,2,2,9.53339565325597,Gymnuromys roberti,Gymnuromys_roberti,1
pipe,2,2,9.53339565325597,Hapalemur alaotrensis,Hapalemur_alaotrensis,1
pipe,2,2,9.53339565325597,Hapalemur griseus,Hapalemur_griseus,1
pipe,2,2,9.53339565325597,Hartlaubius auratus,Hartlaubius_auratus,1
pipe,2,2,9.53339565325597,Hemicentetes semispinosus,Hemicentetes_semispinosus,1
pipe,2,2,9.53339565325597,Hypositta corallirostris,Hypositta_corallirostris,0.999991819673919
pipe,2,2,9.53339565325597,Indri indri,Indri_indri,0.999999980823769
pipe,2,2,9.53339565325597,Lepidopygia nana,Lepidopygia_nana,0.999982967920987
pipe,2,2,9.53339565325597,Lepilemur edwardsi,Lepilemur_edwardsi,1
pipe,2,2,9.53339565325597,Lepilemur leucopus,Lepilemur_leucopus,1
pipe,2,2,9.53339565325597,Lepilemur mustelinus,Lepilemur_mustelinus,1
pipe,2,2,9.53339565325597,Lepilemur ruficaudatus,Lepilemur_ruficaudatus,1
pipe,2,2,9.53339565325597,Leptopterus chabert,Leptopterus_chabert,0.999999999999988
pipe,2,2,9.53339565325597,Lophotibis cristata,Lophotibis_cristata,0.999852393606792
pipe,2,2,9.53339565325597,Mentocrex kioloides,Mentocrex_kioloides,0.999957731637053
pipe,2,2,9.53339565325597,Microcebus murinus,Microcebus_murinus,1
pipe,2,2,9.53339565325597,Microcebus rufus,Microcebus_rufus,1
pipe,2,2,9.53339565325597,Microgale brevicaudata,Microgale_brevicaudata,1
pipe,2,2,9.53339565325597,Microgale cowani,Microgale_cowani,1
pipe,2,2,9.53339565325597,Microgale gymnorhyncha,Microgale_gymnorhyncha,1
pipe,2,2,9.53339565325597,Microgale longicaudata,Microgale_longicaudata,1
pipe,2,2,9.53339565325597,Microgale parvula,Microgale_parvula,1
pipe,2,2,9.53339565325597,Microgale principula,Microgale_principula,1
pipe,2,2,9.53339565325597,Microgale soricoides,Microgale_soricoides,1
pipe,2,2,9.53339565325597,Microgale taiva,Microgale_taiva,1
pipe,2,2,9.53339565325597,Monticola sharpei,Monticola_sharpei,1
pipe,2,2,9.53339565325597,Motacilla flaviventris,Motacilla_flaviventris,1
pipe,2,2,9.53339565325597,Mystacornis crossleyi,Mystacornis_crossleyi,1
pipe,2,2,9.53339565325597,Neodrepanis coruscans,Neodrepanis_coruscans,0.999999937940984
pipe,2,2,9.53339565325597,Neomixis striatigula,Neomixis_striatigula,1
pipe,2,2,9.53339565325597,Neomixis viridis,Neomixis_viridis,1
pipe,2,2,9.53339565325597,Nesogale dobsoni,Nesogale_dobsoni,1
pipe,2,2,9.53339565325597,Nesogale talazaci,Nesogale_talazaci,1
pipe,2,2,9.53339565325597,Nesomys rufus,Nesomys_rufus,1
pipe,2,2,9.53339565325597,Newtonia amphichroa,Newtonia_amphichroa,1
pipe,2,2,9.53339565325597,Newtonia brunneicauda,Newtonia_brunneicauda,1
pipe,2,2,9.53339565325597,Oryzorictes hova,Oryzorictes_hova,1
pipe,2,2,9.53339565325597,Otus rutilus,Otus_rutilus,0.999999987190061
pipe,2,2,9.53339565325597,Oxylabes madagascariensis,Oxylabes_madagascariensis,1
pipe,2,2,9.53339565325597,Philepitta castanea,Philepitta_castanea,0.999794995723765
pipe,2,2,9.53339565325597,Ploceus nelicourvi,Ploceus_nelicourvi,0.999999999999993
pipe,2,2,9.53339565325597,Polyboroides radiatus,Polyboroides_radiatus,0.998867352120153
pipe,2,2,9.53339565325597,Pseudobias wardi,Pseudobias_wardi,1
pipe,2,2,9.53339565325597,Pterocles personatus,Pterocles_personatus,0.920581767382908
pipe,2,2,9.53339565325597,Randia pseudozosterops,Randia_pseudozosterops,0.999999999901326
pipe,2,2,9.53339565325597,Sarothrura insularis,Sarothrura_insularis,0.99999731176155
pipe,2,2,9.53339565325597,Setifer setosus,Setifer_setosus,1
pipe,2,2,9.53339565325597,Tenrec ecaudatus,Tenrec_ecaudatus,1
pipe,2,2,9.53339565325597,Treron australis,Treron_australis,0.997009748828884
pipe,2,2,9.53339565325597,Turnix nigricollis,Turnix_nigricollis,0.999998164834884
pipe,2,2,9.53339565325597,Tylas eduardi,Tylas_eduardi,0.999999999999098
pipe,2,2,9.53339565325597,Vanga curvirostris,Vanga_curvirostris,0.999999663382107
pipe,2,2,9.53339565325597,Varecia rubra,Varecia_rubra,1
pipe,2,2,9.53339565325597,Varecia variegata,Varecia_variegata,0.999999999999999
pipe,2,2,9.53339565325597,Xanthomixis cinereiceps,Xanthomixis_cinereiceps,1
pipe,2,2,9.53339565325597,Xanthomixis zosterops,Xanthomixis_zosterops,0.999999999999997
pipe,3,3,14.25989289567,Accipiter henstii,Accipiter_henstii,0.766326458364161
pipe,3,3,14.25989289567,Accipiter madagascariensis,Accipiter_madagascariensis,0.926575596565357
pipe,3,3,14.25989289567,Acrocephalus newtoni,Acrocephalus_newtoni,1
pipe,3,3,14.25989289567,Alectroenas madagascariensis,Alectroenas_madagascariensis,0.999425982189574
pipe,3,3,14.25989289567,Apus balstoni,Apus_balstoni,0.999999999999327
pipe,3,3,14.25989289567,Artamella viridis,Artamella_viridis,0.999999999779703
pipe,3,3,14.25989289567,Asio madagascariensis,Asio_madagascariensis,0.870275138966643
pipe,3,3,14.25989289567,Atelornis crossleyi,Atelornis_crossleyi,0.999999989035352
pipe,3,3,14.25989289567,Atelornis pittoides,Atelornis_pittoides,0.999999998951112
pipe,3,3,14.25989289567,Athene superciliaris,Athene_superciliaris,0.999997242139869
pipe,3,3,14.25989289567,Aviceda madagascariensis,Aviceda_madagascariensis,0.977223151940578
pipe,3,3,14.25989289567,Bernieria madagascariensis,Bernieria_madagascariensis,1
pipe,3,3,14.25989289567,Brachypteracias leptosomus,Brachypteracias_leptosomus,0.999999259953002
pipe,3,3,14.25989289567,Buteo brachypterus,Buteo_brachypterus,0.871728581931991
pipe,3,3,14.25989289567,Calicalicus madagascariensis,Calicalicus_madagascariensis,1
pipe,3,3,14.25989289567,Cheirogaleus major,Cheirogaleus_major,1
pipe,3,3,14.25989289567,Cheirogaleus medius,Cheirogaleus_medius,1
pipe,3,3,14.25989289567,Cinnyris notatus,Cinnyris_notatus,1
pipe,3,3,14.25989289567,Coracopsis nigra,Coracopsis_nigra,0.999945631756961
pipe,3,3,14.25989289567,Corythornis madagascariensis,Corythornis_madagascariensis,0.936409225907222
pipe,3,3,14.25989289567,Coua coquereli,Coua_coquereli,0.999999659978353
pipe,3,3,14.25989289567,Coua cristata,Coua_cristata,1
pipe,3,3,14.25989289567,Coua cursor,Coua_cursor,0.999902208882066
pipe,3,3,14.25989289567,Coua gigas,Coua_gigas,0.999876315308279
pipe,3,3,14.25989289567,Coua serriana,Coua_serriana,0.991302775022802
pipe,3,3,14.25989289567,Cryptoprocta ferox,Cryptoprocta_ferox,0.0705418032919055
pipe,3,3,14.25989289567,Cyanolanius madagascarinus,Cyanolanius_madagascarinus,1
pipe,3,3,14.25989289567,Echinops telfairi,Echinops_telfairi,1
pipe,3,3,14.25989289567,Eliurus majori,Eliurus_majori,1
pipe,3,3,14.25989289567,Eliurus minor,Eliurus_minor,1
pipe,3,3,14.25989289567,Eliurus myoxinus,Eliurus_myoxinus,1
pipe,3,3,14.25989289567,Eliurus tanala,Eliurus_tanala,1
pipe,3,3,14.25989289567,Eliurus webbi,Eliurus_webbi,1
pipe,3,3,14.25989289567,Eremopterix hova,Eremopterix_hova,0.999999126083641
pipe,3,3,14.25989289567,Eulemur albifrons,Eulemur_albifrons,1
pipe,3,3,14.25989289567,Eulemur cinereiceps,Eulemur_cinereiceps,1
pipe,3,3,14.25989289567,Eulemur collaris,Eulemur_collaris,1
pipe,3,3,14.25989289567,Eulemur coronatus,Eulemur_coronatus,1
pipe,3,3,14.25989289567,Eulemur fulvus,Eulemur_fulvus,1
